"","x"
"20675","Middle"
"20676","Preschool/ Primary"
"20677","Masters or above"
"20678","Masters or above"
"20679","No schooling"
"20680","No schooling"
"20681","No schooling"
"20682","No schooling"
"20683","No schooling"
"20684","No schooling"
"20685","No schooling"
"20686","No schooling"
"20687","No schooling"
"20688","Middle"
"20689","Preschool/ Primary"
"20690","No schooling"
"20691","Matric"
"20692","Middle"
"20693","Middle"
"20694","No schooling"
"20695","Graduation"
"20696","Matric"
"20697","No schooling"
"20698","Intermediate"
"20699","Middle"
"20700","Intermediate"
"20701","Matric"
"20702","No schooling"
"20703","No schooling"
"20704","No schooling"
"20705","No schooling"
"20706","No schooling"
"20707","No schooling"
"20708","No schooling"
"20709","No schooling"
"20710","No schooling"
"20711","No schooling"
"20712","Preschool/ Primary"
"20713","No schooling"
"20714","No schooling"
"20715","No schooling"
"20716","No schooling"
"20717","No schooling"
"20718","No schooling"
"20719","No schooling"
"20720","No schooling"
"20721","No schooling"
"20722","No schooling"
"20723","Preschool/ Primary"
"20724","Matric"
"20725","No schooling"
"20726","No schooling"
"20727","Preschool/ Primary"
"20728","No schooling"
"20729","No schooling"
"20730","Preschool/ Primary"
"20731","No schooling"
"20732","No schooling"
"20733","Preschool/ Primary"
"20734","Preschool/ Primary"
"20735","Middle"
"20736","No schooling"
"20737","Preschool/ Primary"
"20738","No schooling"
"20739","No schooling"
"20740","No schooling"
"20741","Preschool/ Primary"
"20742","Preschool/ Primary"
"20743","No schooling"
"20744","No schooling"
"20745","No schooling"
"20746","No schooling"
"20747","No schooling"
"20748","No schooling"
"20749","Preschool/ Primary"
"20750","Preschool/ Primary"
"20751","Preschool/ Primary"
"20752","Preschool/ Primary"
"20753","Middle"
"20754","No schooling"
"20755","Preschool/ Primary"
"20756","Middle"
"20757","No schooling"
"20758","Preschool/ Primary"
"20759","Preschool/ Primary"
"20760","Preschool/ Primary"
"20761","Matric"
"20762","Preschool/ Primary"
"20763","Preschool/ Primary"
"20764","No schooling"
"20765","Preschool/ Primary"
"20766","Middle"
"20767","Preschool/ Primary"
"20768","No schooling"
"20769","No schooling"
"20770","Preschool/ Primary"
"20771","Preschool/ Primary"
"20772","No schooling"
"20773","No schooling"
"20774","No schooling"
"20775","No schooling"
"20776","No schooling"
"20777","No schooling"
"20778","Preschool/ Primary"
"20779","No schooling"
"20780","No schooling"
"20781","Preschool/ Primary"
"20782","No schooling"
"20783","No schooling"
"20784","No schooling"
"20785","No schooling"
"20786","No schooling"
"20787","No schooling"
"20788","No schooling"
"20789","No schooling"
"20790","No schooling"
"20791","No schooling"
"20792","Middle"
"20793","Middle"
"20794","No schooling"
"20795","No schooling"
"20796","Matric"
"20797","No schooling"
"20798","No schooling"
"20799","Middle"
"20800","No schooling"
"20801","Preschool/ Primary"
"20802","No schooling"
"20803","No schooling"
"20804","No schooling"
"20805","No schooling"
"20806","No schooling"
"20807","No schooling"
"20808","No schooling"
"20809","No schooling"
"20810","No schooling"
"20811","Matric"
"20812","No schooling"
"20813","No schooling"
"20814","No schooling"
"20815","Matric"
"20816","Preschool/ Primary"
"20817","No schooling"
"20818","Middle"
"20819","Matric"
"20820","Matric"
"20821","No schooling"
"20822","No schooling"
"20823","Matric"
"20824","No schooling"
"20825","No schooling"
"20826","No schooling"
"20827","Middle"
"20828","No schooling"
"20829","No schooling"
"20830","No schooling"
"20831","No schooling"
"20832","No schooling"
"20833","Matric"
"20834","No schooling"
"20835","No schooling"
"20836","No schooling"
"20837","Preschool/ Primary"
"20838","No schooling"
"20839","No schooling"
"20840","No schooling"
"20841","No schooling"
"20842","No schooling"
"20843","No schooling"
"20844","Preschool/ Primary"
"20845","No schooling"
"20846","Preschool/ Primary"
"20847","No schooling"
"20848","Preschool/ Primary"
"20849","Middle"
"20850","Preschool/ Primary"
"20851","Preschool/ Primary"
"20852","No schooling"
"20853","Middle"
"20854","Preschool/ Primary"
"20855","No schooling"
"20856","Matric"
"20857","Preschool/ Primary"
"20858","No schooling"
"20859","No schooling"
"20860","No schooling"
"20861","Preschool/ Primary"
"20862","Middle"
"20863","Intermediate"
"20864","No schooling"
"20865","Matric"
"20866","Masters or above"
"20867","Middle"
"20868","Middle"
"20869","Preschool/ Primary"
"20870","Intermediate"
"20871","Intermediate"
"20872","Intermediate"
"20873","Graduation"
"20874","Preschool/ Primary"
"20875","Matric"
"20876","Matric"
"20877","No schooling"
"20878","Matric"
"20879","Preschool/ Primary"
"20880","Graduation"
"20881","Middle"
"20882","No schooling"
"20883","Middle"
"20884","Matric"
"20885","Preschool/ Primary"
"20886","Middle"
"20887","Graduation"
"20888","Preschool/ Primary"
"20889","Preschool/ Primary"
"20890","Preschool/ Primary"
"20891","Middle"
"20892","Preschool/ Primary"
"20893","Masters or above"
"20894","Matric"
"20895","Intermediate"
"20896","Intermediate"
"20897","Preschool/ Primary"
"20898","Matric"
"20899","Masters or above"
"20900","Intermediate"
"20901","Preschool/ Primary"
"20902","Masters or above"
"20903","Middle"
"20904","Middle"
"20905","Middle"
"20906","Matric"
"20907","Graduation"
"20908","Preschool/ Primary"
"20909","Preschool/ Primary"
"20910","Intermediate"
"20911","Matric"
"20912","Matric"
"20913","Matric"
"20914","Masters or above"
"20915","Masters or above"
"20916","Matric"
"20917","Intermediate"
"20918","Intermediate"
"20919","Graduation"
"20920","Graduation"
"20921","Preschool/ Primary"
"20922","Graduation"
"20923","Masters or above"
"20924","Middle"
"20925","Masters or above"
"20926","Intermediate"
"20927","Matric"
"20928","Preschool/ Primary"
"20929","No schooling"
"20930","No schooling"
"20931","No schooling"
"20932","No schooling"
"20933","No schooling"
"20934","No schooling"
"20935","Matric"
"20936","Middle"
"20937","Middle"
"20938","No schooling"
"20939","No schooling"
"20940","No schooling"
"20941","No schooling"
"20942","No schooling"
"20943","No schooling"
"20944","Preschool/ Primary"
"20945","Middle"
"20946","No schooling"
"20947","Matric"
"20948","No schooling"
"20949","Preschool/ Primary"
"20950","Matric"
"20951","No schooling"
"20952","No schooling"
"20953","No schooling"
"20954","Preschool/ Primary"
"20955","No schooling"
"20956","Preschool/ Primary"
"20957","Middle"
"20958","Masters or above"
"20959","Masters or above"
"20960","Middle"
"20961","Matric"
"20962","No schooling"
"20963","Intermediate"
"20964","Matric"
"20965","No schooling"
"20966","Matric"
"20967","No schooling"
"20968","No schooling"
"20969","Preschool/ Primary"
"20970","Matric"
"20971","No schooling"
"20972","Preschool/ Primary"
"20973","Preschool/ Primary"
"20974","Matric"
"20975","Matric"
"20976","No schooling"
"20977","Matric"
"20978","No schooling"
"20979","Intermediate"
"20980","Matric"
"20981","No schooling"
"20982","Preschool/ Primary"
"20983","Matric"
"20984","Middle"
"20985","Preschool/ Primary"
"20986","Middle"
"20987","No schooling"
"20988","No schooling"
"20989","Middle"
"20990","Preschool/ Primary"
"20991","No schooling"
"20992","No schooling"
"20993","Matric"
"20994","Matric"
"20995","Preschool/ Primary"
"20996","Middle"
"20997","Middle"
"20998","No schooling"
"20999","No schooling"
"21000","Preschool/ Primary"
"21001","Preschool/ Primary"
"21002","No schooling"
"21003","No schooling"
"21004","Preschool/ Primary"
"21005","No schooling"
"21006","No schooling"
"21007","No schooling"
"21008","Matric"
"21009","Preschool/ Primary"
"21010","Preschool/ Primary"
"21011","No schooling"
"21012","No schooling"
"21013","Preschool/ Primary"
"21014","No schooling"
"21015","No schooling"
"21016","No schooling"
"21017","No schooling"
"21018","No schooling"
"21019","No schooling"
"21020","No schooling"
"21021","Preschool/ Primary"
"21022","Preschool/ Primary"
"21023","Preschool/ Primary"
"21024","No schooling"
"21025","No schooling"
"21026","No schooling"
"21027","Preschool/ Primary"
"21028","No schooling"
"21029","No schooling"
"21030","Preschool/ Primary"
"21031","Matric"
"21032","Middle"
"21033","Preschool/ Primary"
"21034","Matric"
"21035","Preschool/ Primary"
"21036","Preschool/ Primary"
"21037","Matric"
"21038","Preschool/ Primary"
"21039","Preschool/ Primary"
"21040","Preschool/ Primary"
"21041","Middle"
"21042","Preschool/ Primary"
"21043","No schooling"
"21044","Graduation"
"21045","Preschool/ Primary"
"21046","Masters or above"
"21047","Preschool/ Primary"
"21048","Preschool/ Primary"
"21049","Masters or above"
"21050","No schooling"
"21051","Middle"
"21052","Preschool/ Primary"
"21053","Intermediate"
"21054","Matric"
"21055","Preschool/ Primary"
"21056","Preschool/ Primary"
"21057","No schooling"
"21058","Middle"
"21059","Middle"
"21060","Preschool/ Primary"
"21061","Graduation"
"21062","Middle"
"21063","No schooling"
"21064","No schooling"
"21065","No schooling"
"21066","No schooling"
"21067","Middle"
"21068","No schooling"
"21069","No schooling"
"21070","No schooling"
"21071","No schooling"
"21072","No schooling"
"21073","No schooling"
"21074","Intermediate"
"21075","Preschool/ Primary"
"21076","No schooling"
"21077","Preschool/ Primary"
"21078","Preschool/ Primary"
"21079","No schooling"
"21080","No schooling"
"21081","Middle"
"21082","Preschool/ Primary"
"21083","Graduation"
"21084","Preschool/ Primary"
"21085","Graduation"
"21086","Preschool/ Primary"
"21087","Matric"
"21088","Preschool/ Primary"
"21089","Intermediate"
"21090","Middle"
"21091","Preschool/ Primary"
"21092","No schooling"
"21093","No schooling"
"21094","Preschool/ Primary"
"21095","Masters or above"
"21096","No schooling"
"21097","Matric"
"21098","Preschool/ Primary"
"21099","Intermediate"
"21100","No schooling"
"21101","No schooling"
"21102","Graduation"
"21103","Matric"
"21104","No schooling"
"21105","No schooling"
"21106","Preschool/ Primary"
"21107","No schooling"
"21108","No schooling"
"21109","No schooling"
"21110","Middle"
"21111","No schooling"
"21112","No schooling"
"21113","No schooling"
"21114","Matric"
"21115","Preschool/ Primary"
"21116","No schooling"
"21117","Preschool/ Primary"
"21118","Middle"
"21119","Preschool/ Primary"
"21120","No schooling"
"21121","No schooling"
"21122","Preschool/ Primary"
"21123","Matric"
"21124","Preschool/ Primary"
"21125","No schooling"
"21126","Matric"
"21127","Preschool/ Primary"
"21128","No schooling"
"21129","Preschool/ Primary"
"21130","No schooling"
"21131","No schooling"
"21132","No schooling"
"21133","No schooling"
"21134","No schooling"
"21135","No schooling"
"21136","No schooling"
"21137","No schooling"
"21138","Preschool/ Primary"
"21139","No schooling"
"21140","No schooling"
"21141","Preschool/ Primary"
"21142","No schooling"
"21143","Middle"
"21144","Middle"
"21145","Matric"
"21146","Middle"
"21147","Preschool/ Primary"
"21148","Preschool/ Primary"
"21149","No schooling"
"21150","Matric"
"21151","No schooling"
"21152","No schooling"
"21153","Preschool/ Primary"
"21154","Preschool/ Primary"
"21155","Preschool/ Primary"
"21156","Preschool/ Primary"
"21157","No schooling"
"21158","No schooling"
"21159","Middle"
"21160","No schooling"
"21161","Middle"
"21162","No schooling"
"21163","Preschool/ Primary"
"21164","Preschool/ Primary"
"21165","Preschool/ Primary"
"21166","No schooling"
"21167","Preschool/ Primary"
"21168","Preschool/ Primary"
"21169","Preschool/ Primary"
"21170","Preschool/ Primary"
"21171","No schooling"
"21172","No schooling"
"21173","No schooling"
"21174","Preschool/ Primary"
"21175","No schooling"
"21176","Preschool/ Primary"
"21177","No schooling"
"21178","No schooling"
"21179","No schooling"
"21180","No schooling"
"21181","No schooling"
"21182","No schooling"
"21183","No schooling"
"21184","Middle"
"21185","Preschool/ Primary"
"21186","No schooling"
"21187","No schooling"
"21188","No schooling"
"21189","Middle"
"21190","No schooling"
"21191","No schooling"
"21192","No schooling"
"21193","No schooling"
"21194","No schooling"
"21195","No schooling"
"21196","No schooling"
"21197","No schooling"
"21198","No schooling"
"21199","No schooling"
"21200","No schooling"
"21201","No schooling"
"21202","No schooling"
"21203","No schooling"
"21204","No schooling"
"21205","Preschool/ Primary"
"21206","Middle"
"21207","Preschool/ Primary"
"21208","No schooling"
"21209","Preschool/ Primary"
"21210","No schooling"
"21211","No schooling"
"21212","Preschool/ Primary"
"21213","No schooling"
"21214","No schooling"
"21215","No schooling"
"21216","Matric"
"21217","No schooling"
"21218","No schooling"
"21219","No schooling"
"21220","No schooling"
"21221","No schooling"
"21222","No schooling"
"21223","No schooling"
"21224","No schooling"
"21225","No schooling"
"21226","No schooling"
"21227","No schooling"
"21228","Preschool/ Primary"
"21229","No schooling"
"21230","No schooling"
"21231","No schooling"
"21232","No schooling"
"21233","Preschool/ Primary"
"21234","No schooling"
"21235","Preschool/ Primary"
"21236","Preschool/ Primary"
"21237","Matric"
"21238","No schooling"
"21239","No schooling"
"21240","No schooling"
"21241","No schooling"
"21242","Intermediate"
"21243","Preschool/ Primary"
"21244","No schooling"
"21245","Preschool/ Primary"
"21246","No schooling"
"21247","No schooling"
"21248","Preschool/ Primary"
"21249","Middle"
"21250","Masters or above"
"21251","Preschool/ Primary"
"21252","Preschool/ Primary"
"21253","Middle"
"21254","Preschool/ Primary"
"21255","Preschool/ Primary"
"21256","Preschool/ Primary"
"21257","Preschool/ Primary"
"21258","No schooling"
"21259","Intermediate"
"21260","Graduation"
"21261","Matric"
"21262","No schooling"
"21263","No schooling"
"21264","No schooling"
"21265","Preschool/ Primary"
"21266","Preschool/ Primary"
"21267","Preschool/ Primary"
"21268","No schooling"
"21269","No schooling"
"21270","No schooling"
"21271","Preschool/ Primary"
"21272","Preschool/ Primary"
"21273","No schooling"
"21274","No schooling"
"21275","No schooling"
"21276","No schooling"
"21277","No schooling"
"21278","Matric"
"21279","No schooling"
"21280","Graduation"
"21281","No schooling"
"21282","Matric"
"21283","Preschool/ Primary"
"21284","Preschool/ Primary"
"21285","No schooling"
"21286","Preschool/ Primary"
"21287","No schooling"
"21288","Preschool/ Primary"
"21289","Preschool/ Primary"
"21290","No schooling"
"21291","Preschool/ Primary"
"21292","No schooling"
"21293","No schooling"
"21294","No schooling"
"21295","No schooling"
"21296","Preschool/ Primary"
"21297","No schooling"
"21298","No schooling"
"21299","No schooling"
"21300","Matric"
"21301","No schooling"
"21302","Preschool/ Primary"
"21303","No schooling"
"21304","Preschool/ Primary"
"21305","No schooling"
"21306","Preschool/ Primary"
"21307","Preschool/ Primary"
"21308","Preschool/ Primary"
"21309","No schooling"
"21310","No schooling"
"21311","Matric"
"21312","No schooling"
"21313","No schooling"
"21314","No schooling"
"21315","No schooling"
"21316","No schooling"
"21317","Preschool/ Primary"
"21318","No schooling"
"21319","Preschool/ Primary"
"21320","Preschool/ Primary"
"21321","Middle"
"21322","Preschool/ Primary"
"21323","Graduation"
"21324","No schooling"
"21325","No schooling"
"21326","Preschool/ Primary"
"21327","Preschool/ Primary"
"21328","Middle"
"21329","Preschool/ Primary"
"21330","Graduation"
"21331","Masters or above"
"21332","Preschool/ Primary"
"21333","Middle"
"21334","Masters or above"
"21335","No schooling"
"21336","No schooling"
"21337","No schooling"
"21338","No schooling"
"21339","No schooling"
"21340","Preschool/ Primary"
"21341","Middle"
"21342","Graduation"
"21343","Masters or above"
"21344","Matric"
"21345","No schooling"
"21346","No schooling"
"21347","No schooling"
"21348","Preschool/ Primary"
"21349","No schooling"
"21350","Preschool/ Primary"
"21351","No schooling"
"21352","No schooling"
"21353","No schooling"
"21354","No schooling"
"21355","No schooling"
"21356","No schooling"
"21357","No schooling"
"21358","No schooling"
"21359","Preschool/ Primary"
"21360","No schooling"
"21361","No schooling"
"21362","No schooling"
"21363","Preschool/ Primary"
"21364","No schooling"
"21365","No schooling"
"21366","No schooling"
"21367","No schooling"
"21368","No schooling"
"21369","Preschool/ Primary"
"21370","No schooling"
"21371","Preschool/ Primary"
"21372","No schooling"
"21373","Preschool/ Primary"
"21374","No schooling"
"21375","Middle"
"21376","Middle"
"21377","Preschool/ Primary"
"21378","No schooling"
"21379","No schooling"
"21380","Preschool/ Primary"
"21381","No schooling"
"21382","Preschool/ Primary"
"21383","No schooling"
"21384","No schooling"
"21385","No schooling"
"21386","Preschool/ Primary"
"21387","Preschool/ Primary"
"21388","No schooling"
"21389","Matric"
"21390","No schooling"
"21391","No schooling"
"21392","No schooling"
"21393","No schooling"
"21394","Intermediate"
"21395","Matric"
"21396","Preschool/ Primary"
"21397","Preschool/ Primary"
"21398","Preschool/ Primary"
"21399","Middle"
"21400","No schooling"
"21401","Masters or above"
"21402","No schooling"
"21403","No schooling"
"21404","Preschool/ Primary"
"21405","Preschool/ Primary"
"21406","Preschool/ Primary"
"21407","Preschool/ Primary"
"21408","Middle"
"21409","Graduation"
"21410","Graduation"
"21411","Intermediate"
"21412","Matric"
"21413","Preschool/ Primary"
"21414","Preschool/ Primary"
"21415","Matric"
"21416","Graduation"
"21417","Preschool/ Primary"
"21418","Preschool/ Primary"
"21419","Preschool/ Primary"
"21420","Preschool/ Primary"
"21421","Preschool/ Primary"
"21422","Preschool/ Primary"
"21423","Matric"
"21424","Preschool/ Primary"
"21425","Preschool/ Primary"
"21426","Middle"
"21427","Matric"
"21428","No schooling"
"21429","Masters or above"
"21430","Middle"
"21431","Matric"
"21432","Matric"
"21433","Matric"
"21434","Intermediate"
"21435","Preschool/ Primary"
"21436","Graduation"
"21437","Graduation"
"21438","Masters or above"
"21439","Graduation"
"21440","Preschool/ Primary"
"21441","Masters or above"
"21442","Preschool/ Primary"
"21443","Preschool/ Primary"
"21444","Masters or above"
"21445","Intermediate"
"21446","Masters or above"
"21447","No schooling"
"21448","Preschool/ Primary"
"21449","No schooling"
"21450","No schooling"
"21451","No schooling"
"21452","Preschool/ Primary"
"21453","No schooling"
"21454","Preschool/ Primary"
"21455","Preschool/ Primary"
"21456","Preschool/ Primary"
"21457","No schooling"
"21458","No schooling"
"21459","Preschool/ Primary"
"21460","No schooling"
"21461","Matric"
"21462","Matric"
"21463","Preschool/ Primary"
"21464","Preschool/ Primary"
"21465","No schooling"
"21466","Preschool/ Primary"
"21467","Preschool/ Primary"
"21468","No schooling"
"21469","No schooling"
"21470","Middle"
"21471","Preschool/ Primary"
"21472","Middle"
"21473","Matric"
"21474","Middle"
"21475","No schooling"
"21476","No schooling"
"21477","No schooling"
"21478","No schooling"
"21479","No schooling"
"21480","No schooling"
"21481","No schooling"
"21482","No schooling"
"21483","No schooling"
"21484","Middle"
"21485","No schooling"
"21486","Middle"
"21487","No schooling"
"21488","No schooling"
"21489","No schooling"
"21490","No schooling"
"21491","No schooling"
"21492","No schooling"
"21493","Preschool/ Primary"
"21494","No schooling"
"21495","No schooling"
"21496","Preschool/ Primary"
"21497","No schooling"
"21498","No schooling"
"21499","No schooling"
"21500","Preschool/ Primary"
"21501","Middle"
"21502","No schooling"
"21503","Preschool/ Primary"
"21504","No schooling"
"21505","No schooling"
"21506","Preschool/ Primary"
"21507","No schooling"
"21508","Middle"
"21509","No schooling"
"21510","No schooling"
"21511","Preschool/ Primary"
"21512","Middle"
"21513","No schooling"
"21514","No schooling"
"21515","No schooling"
"21516","No schooling"
"21517","No schooling"
"21518","No schooling"
"21519","Preschool/ Primary"
"21520","Preschool/ Primary"
"21521","Intermediate"
"21522","No schooling"
"21523","Preschool/ Primary"
"21524","No schooling"
"21525","No schooling"
"21526","No schooling"
"21527","No schooling"
"21528","No schooling"
"21529","No schooling"
"21530","No schooling"
"21531","Matric"
"21532","Preschool/ Primary"
"21533","No schooling"
"21534","No schooling"
"21535","Preschool/ Primary"
"21536","Preschool/ Primary"
"21537","No schooling"
"21538","No schooling"
"21539","No schooling"
"21540","Preschool/ Primary"
"21541","Preschool/ Primary"
"21542","No schooling"
"21543","No schooling"
"21544","No schooling"
"21545","No schooling"
"21546","No schooling"
"21547","Preschool/ Primary"
"21548","No schooling"
"21549","Preschool/ Primary"
"21550","Preschool/ Primary"
"21551","Preschool/ Primary"
"21552","No schooling"
"21553","No schooling"
"21554","Preschool/ Primary"
"21555","Preschool/ Primary"
"21556","No schooling"
"21557","No schooling"
"21558","No schooling"
"21559","No schooling"
"21560","No schooling"
"21561","Matric"
"21562","No schooling"
"21563","No schooling"
"21564","No schooling"
"21565","No schooling"
"21566","No schooling"
"21567","No schooling"
"21568","Preschool/ Primary"
"21569","No schooling"
"21570","No schooling"
"21571","No schooling"
"21572","No schooling"
"21573","No schooling"
"21574","No schooling"
"21575","No schooling"
"21576","Preschool/ Primary"
"21577","No schooling"
"21578","No schooling"
"21579","No schooling"
"21580","No schooling"
"21581","No schooling"
"21582","No schooling"
"21583","No schooling"
"21584","No schooling"
"21585","No schooling"
"21586","No schooling"
"21587","No schooling"
"21588","Preschool/ Primary"
"21589","Middle"
"21590","No schooling"
"21591","No schooling"
"21592","No schooling"
"21593","Middle"
"21594","Preschool/ Primary"
"21595","No schooling"
"21596","Preschool/ Primary"
"21597","No schooling"
"21598","No schooling"
"21599","No schooling"
"21600","No schooling"
"21601","Preschool/ Primary"
"21602","Preschool/ Primary"
"21603","No schooling"
"21604","Preschool/ Primary"
"21605","No schooling"
"21606","No schooling"
"21607","No schooling"
"21608","Preschool/ Primary"
"21609","Middle"
"21610","Matric"
"21611","Matric"
"21612","Preschool/ Primary"
"21613","Middle"
"21614","No schooling"
"21615","Middle"
"21616","Intermediate"
"21617","Matric"
"21618","Middle"
"21619","Intermediate"
"21620","Matric"
"21621","No schooling"
"21622","No schooling"
"21623","No schooling"
"21624","Preschool/ Primary"
"21625","Preschool/ Primary"
"21626","No schooling"
"21627","No schooling"
"21628","Preschool/ Primary"
"21629","No schooling"
"21630","No schooling"
"21631","No schooling"
"21632","Preschool/ Primary"
"21633","Preschool/ Primary"
"21634","Preschool/ Primary"
"21635","Preschool/ Primary"
"21636","Preschool/ Primary"
"21637","Preschool/ Primary"
"21638","Preschool/ Primary"
"21639","No schooling"
"21640","Preschool/ Primary"
"21641","Preschool/ Primary"
"21642","Preschool/ Primary"
"21643","No schooling"
"21644","Preschool/ Primary"
"21645","No schooling"
"21646","Preschool/ Primary"
"21647","Preschool/ Primary"
"21648","Preschool/ Primary"
"21649","Preschool/ Primary"
"21650","No schooling"
"21651","Preschool/ Primary"
"21652","Preschool/ Primary"
"21653","No schooling"
"21654","No schooling"
"21655","Middle"
"21656","Preschool/ Primary"
"21657","Intermediate"
"21658","Preschool/ Primary"
"21659","Matric"
"21660","Preschool/ Primary"
"21661","Graduation"
"21662","No schooling"
"21663","Preschool/ Primary"
"21664","No schooling"
"21665","No schooling"
"21666","No schooling"
"21667","No schooling"
"21668","No schooling"
"21669","No schooling"
"21670","Preschool/ Primary"
"21671","No schooling"
"21672","No schooling"
"21673","No schooling"
"21674","No schooling"
"21675","Preschool/ Primary"
"21676","Middle"
"21677","Preschool/ Primary"
"21678","No schooling"
"21679","No schooling"
"21680","Preschool/ Primary"
"21681","No schooling"
"21682","Preschool/ Primary"
"21683","No schooling"
"21684","Middle"
"21685","Preschool/ Primary"
"21686","Preschool/ Primary"
"21687","Middle"
"21688","Preschool/ Primary"
"21689","Masters or above"
"21690","Preschool/ Primary"
"21691","Matric"
"21692","Preschool/ Primary"
"21693","Preschool/ Primary"
"21694","Preschool/ Primary"
"21695","Preschool/ Primary"
"21696","Preschool/ Primary"
"21697","No schooling"
"21698","No schooling"
"21699","No schooling"
"21700","Preschool/ Primary"
"21701","No schooling"
"21702","No schooling"
"21703","Matric"
"21704","No schooling"
"21705","Preschool/ Primary"
"21706","No schooling"
"21707","No schooling"
"21708","Preschool/ Primary"
"21709","Preschool/ Primary"
"21710","Preschool/ Primary"
"21711","No schooling"
"21712","Preschool/ Primary"
"21713","Preschool/ Primary"
"21714","No schooling"
"21715","Preschool/ Primary"
"21716","No schooling"
"21717","Preschool/ Primary"
"21718","Matric"
"21719","No schooling"
"21720","Intermediate"
"21721","Intermediate"
"21722","Middle"
"21723","Preschool/ Primary"
"21724","Preschool/ Primary"
"21725","Intermediate"
"21726","Preschool/ Primary"
"21727","Preschool/ Primary"
"21728","Graduation"
"21729","Matric"
"21730","Preschool/ Primary"
"21731","Preschool/ Primary"
"21732","Preschool/ Primary"
"21733","No schooling"
"21734","No schooling"
"21735","Preschool/ Primary"
"21736","No schooling"
"21737","Preschool/ Primary"
"21738","Preschool/ Primary"
"21739","No schooling"
"21740","Preschool/ Primary"
"21741","Preschool/ Primary"
"21742","Preschool/ Primary"
"21743","No schooling"
"21744","Preschool/ Primary"
"21745","Preschool/ Primary"
"21746","No schooling"
"21747","No schooling"
"21748","No schooling"
"21749","No schooling"
"21750","No schooling"
"21751","No schooling"
"21752","Preschool/ Primary"
"21753","No schooling"
"21754","Preschool/ Primary"
"21755","Preschool/ Primary"
"21756","Preschool/ Primary"
"21757","No schooling"
"21758","No schooling"
"21759","No schooling"
"21760","No schooling"
"21761","Preschool/ Primary"
"21762","Preschool/ Primary"
"21763","Preschool/ Primary"
"21764","No schooling"
"21765","No schooling"
"21766","No schooling"
"21767","Preschool/ Primary"
"21768","No schooling"
"21769","Preschool/ Primary"
"21770","Preschool/ Primary"
"21771","No schooling"
"21772","No schooling"
"21773","Preschool/ Primary"
"21774","Preschool/ Primary"
"21775","Preschool/ Primary"
"21776","No schooling"
"21777","Preschool/ Primary"
"21778","No schooling"
"21779","No schooling"
"21780","No schooling"
"21781","No schooling"
"21782","No schooling"
"21783","Preschool/ Primary"
"21784","No schooling"
"21785","Preschool/ Primary"
"21786","No schooling"
"21787","No schooling"
"21788","No schooling"
"21789","Preschool/ Primary"
"21790","No schooling"
"21791","Preschool/ Primary"
"21792","No schooling"
"21793","No schooling"
"21794","Preschool/ Primary"
"21795","Preschool/ Primary"
"21796","No schooling"
"21797","No schooling"
"21798","No schooling"
"21799","No schooling"
"21800","Preschool/ Primary"
"21801","Preschool/ Primary"
"21802","Preschool/ Primary"
"21803","No schooling"
"21804","No schooling"
"21805","Preschool/ Primary"
"21806","No schooling"
"21807","Preschool/ Primary"
"21808","Preschool/ Primary"
"21809","Matric"
"21810","No schooling"
"21811","No schooling"
"21812","Matric"
"21813","No schooling"
"21814","No schooling"
"21815","Preschool/ Primary"
"21816","Graduation"
"21817","Matric"
"21818","No schooling"
"21819","Graduation"
"21820","Middle"
"21821","No schooling"
"21822","No schooling"
"21823","Matric"
"21824","No schooling"
"21825","No schooling"
"21826","Preschool/ Primary"
"21827","Preschool/ Primary"
"21828","Matric"
"21829","Middle"
"21830","Matric"
"21831","Graduation"
"21832","Preschool/ Primary"
"21833","Masters or above"
"21834","Preschool/ Primary"
"21835","Middle"
"21836","No schooling"
"21837","Middle"
"21838","Matric"
"21839","Middle"
"21840","Intermediate"
"21841","Middle"
"21842","Matric"
"21843","Intermediate"
"21844","Intermediate"
"21845","No schooling"
"21846","Middle"
"21847","Preschool/ Primary"
"21848","Intermediate"
"21849","Preschool/ Primary"
"21850","Preschool/ Primary"
"21851","No schooling"
"21852","Middle"
"21853","Matric"
"21854","No schooling"
"21855","Graduation"
"21856","No schooling"
"21857","No schooling"
"21858","Matric"
"21859","Preschool/ Primary"
"21860","Preschool/ Primary"
"21861","Preschool/ Primary"
"21862","No schooling"
"21863","Preschool/ Primary"
"21864","Matric"
"21865","No schooling"
"21866","Matric"
"21867","Intermediate"
"21868","No schooling"
"21869","Intermediate"
"21870","Matric"
"21871","Matric"
"21872","Middle"
"21873","No schooling"
"21874","Preschool/ Primary"
"21875","Matric"
"21876","Preschool/ Primary"
"21877","Matric"
"21878","Middle"
"21879","Masters or above"
"21880","Middle"
"21881","Matric"
"21882","Preschool/ Primary"
"21883","Preschool/ Primary"
"21884","No schooling"
"21885","No schooling"
"21886","No schooling"
"21887","Matric"
"21888","Masters or above"
"21889","Preschool/ Primary"
"21890","Preschool/ Primary"
"21891","Preschool/ Primary"
"21892","No schooling"
"21893","No schooling"
"21894","Preschool/ Primary"
"21895","Middle"
"21896","No schooling"
"21897","No schooling"
"21898","Preschool/ Primary"
"21899","Preschool/ Primary"
"21900","No schooling"
"21901","No schooling"
"21902","Preschool/ Primary"
"21903","Middle"
"21904","Preschool/ Primary"
"21905","Intermediate"
"21906","No schooling"
"21907","Middle"
"21908","No schooling"
"21909","No schooling"
"21910","No schooling"
